week,agent_type,strategy,price,brand_trust,profit,sales_volume,weekly_ad_spend
1,full_chimera,increase,150.0,0.6874039276603388,36300.0,368,500.0
2,full_chimera,increase,150.0,0.6860291198050181,36600.0,366,0.0
3,full_chimera,increase,150.0,0.6894027426841534,44900.0,459,1000.0
4,full_chimera,increase,150.0,0.6934487125726969,40300.0,415,1200.0
5,full_chimera,increase,150.0,0.697518427467353,42900.0,441,1200.0
6,full_chimera,increase,150.0,0.7023327976078253,48460.0,499,1440.0
7,full_chimera,increase,150.0,0.7079624276352225,49472.0,512,1728.0
8,full_chimera,increase,150.0,0.7140711280819044,51999.2,539,1900.8
9,full_chimera,increase,150.0,0.7126429858257406,39400.0,394,0.0
10,full_chimera,increase,150.0,0.7113585396444556,43580.0,436,20.0
11,full_chimera,increase,150.0,0.7100764085101513,43480.0,435,20.0
12,full_chimera,increase,150.0,0.7087965882502569,42080.0,421,20.0
13,full_chimera,increase,150.0,0.707414275894776,44095.0,441,5.0
14,full_chimera,increase,150.0,0.7060416807359696,42594.0,426,6.0
15,full_chimera,increase,150.0,0.7046843452429006,39592.2,396,7.8
16,full_chimera,increase,150.0,0.7032749765524148,41800.0,418,0.0
17,full_chimera,increase,150.0,0.7018684265993099,38600.0,386,0.0
18,full_chimera,increase,142.5,0.7004646897461113,41162.5,445,0.0
19,full_chimera,increase,142.5,0.6990637603666191,38757.5,419,0.0
20,full_chimera,increase,85.5,0.7185956018312625,27619.0,778,0.0
21,full_chimera,increase,128.25,0.702815242415048,35056.0,448,0.0
22,full_chimera,increase,141.07500000000002,0.7014096119302179,39162.25000000001,430,0.0
23,full_chimera,increase,141.07500000000002,0.7048588700537297,42533.850000000006,478,1000.0
24,full_chimera,increase,141.07500000000002,0.7083250902795569,41258.80000000001,464,1000.0
25,full_chimera,increase,141.07500000000002,0.7121532578091362,41067.725000000006,463,1100.0
26,full_chimera,increase,126.96750000000002,0.7374821782470571,41693.93000000001,556,1100.0
27,full_chimera,increase,133.31587500000003,0.7416582090035155,41586.04387500002,513,1155.0
28,full_chimera,increase,133.31587500000003,0.7458578867488684,40919.516875000016,505,1155.0
29,full_chimera,increase,146.64746250000005,0.7443661709753707,34406.496650000016,356,0.0
30,full_chimera,increase,146.64746250000005,0.7428774386334199,36339.44590000002,376,0.0
31,full_chimera,increase,139.31508937500004,0.741391683756153,30813.705834375018,345,0.0
32,full_chimera,increase,139.31508937500004,0.7399089003886408,30009.870030000013,336,0.0
33,full_chimera,increase,140.70824026875005,0.743547482954256,34285.50546454377,389,1000.0
34,full_chimera,increase,84.42494416125002,0.7696200774051132,25989.156222420017,784,1000.0
35,full_chimera,increase,126.63741624187503,0.7579366725597622,35709.32237985814,479,1000.0
36,full_chimera,increase,132.9692870539688,0.7620329676073165,34410.85485909865,428,1100.0
37,full_chimera,increase,135.62867279504817,0.7668432496948624,33807.755845969754,410,1300.0
38,full_chimera,increase,149.19154007455302,0.7716838963660225,35004.10366728641,366,1300.0
39,full_chimera,increase,149.19154007455302,0.7763858308268194,37831.46678937389,394,1250.0
40,full_chimera,increase,149.19154007455302,0.7748330591651658,31542.90974370786,318,0.0
41,full_chimera,increase,149.19154007455302,0.7732833930468355,31344.526663558754,316,0.0
42,full_chimera,increase,119.35323205964242,0.7956465411179912,28750.94453681125,416,100.0
43,full_chimera,increase,149.19154007455302,0.7789087447220583,32634.208224602495,330,99.0
44,full_chimera,increase,119.35323205964242,0.8006714550495926,30168.655945944454,435,0.0
45,full_chimera,increase,149.19154007455302,0.7830887098967034,33030.78284482616,333,0.0
46,full_chimera,increase,149.19154007455302,0.7815225324769101,34717.03902609355,350,0.0
47,full_chimera,increase,149.19154007455302,0.7799594874119562,34320.27286579534,346,0.0
48,full_chimera,increase,119.35323205964242,0.8017515554902462,33705.67078098622,486,0.0
49,full_chimera,increase,119.35323205964242,0.8001480523792658,33428.25785274765,482,0.0
50,full_chimera,increase,131.28855526560667,0.7985477562745072,36173.40709319497,445,0.0
51,full_chimera,increase,144.41741079216735,0.7969506607619582,38899.973246372945,412,0.0
52,full_chimera,increase,144.41741079216735,0.7953567594404343,35784.198690231424,379,0.0
